ID Venda,Data Venda,Produto,Quantidade,Total Venda,ID Cliente,Cliente,Email Cliente,Vendedor,Forma de Pagamento,ID Produto,Distribuidora,Preço Unitário,ID Vendedor,Email Vendedor
664,2023-03-08,Produto B,2,45.0,664,Jeffrey Hamilton,timothy19@example.com,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
665,2023-11-19,Produto A,5,79.5,665,Ashley Bradley,kelly77@example.com,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
666,2023-10-25,Produto B,4,90.0,666,Christopher Fry,stephaniedavies@example.com,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
667,2023-05-21,Produto A,5,79.5,667,Jeremy Tyler,vwaters@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
668,2023-10-30,Produto D,2,81.8,668,Laurie Smith,thomasprice@example.com,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
669,2023-05-16,Produto D,5,204.5,669,Richard Thomas,johnathan22@example.net,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
670,2023-11-25,Produto B,1,22.5,670,Nicole Richard,joe93@example.net,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
671,2023-03-04,Produto A,5,79.5,671,Christian Martinez,leonardleonard@example.net,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
672,2023-10-01,Produto B,4,90.0,672,Betty Wilson,kmcintosh@example.com,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
673,2023-12-01,Produto B,3,67.5,673,Luke Williams,jlopez@example.org,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
674,2023-07-22,Produto A,4,63.6,674,Cheyenne Crane,lunasamantha@example.org,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
675,2023-04-06,Produto B,4,90.0,675,Matthew Mathis,kestes@example.org,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
676,2023-07-27,Produto A,5,79.5,676,Meghan Johnson,james88@example.net,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
677,2023-02-10,Produto B,4,90.0,677,David Morton,morrismary@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
678,2023-05-28,Produto D,1,40.9,678,Mary Davis,linda86@example.net,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
679,2023-10-26,Produto D,1,40.9,679,Jonathan Wright,pdrake@example.net,Vendedor 1,Cartão de Débito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
680,2023-02-05,Produto A,5,79.5,680,Dr. Christina Lopez,austinholly@example.net,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
681,2023-03-07,Produto D,1,40.9,681,Amber Lopez,oanderson@example.com,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
682,2023-01-18,Produto A,2,31.8,682,Michael Simmons,dgarcia@example.net,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
683,2023-11-04,Produto D,2,81.8,683,Patty Harris,joanne76@example.net,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
684,2023-02-11,Produto C,3,92.69999999999999,684,Jerome Cunningham,yspencer@example.org,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
685,2023-02-11,Produto B,2,45.0,685,Melissa Sanchez,joshua34@example.com,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
686,2023-10-03,Produto B,1,22.5,686,Damon Gardner,dho@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
687,2023-07-27,Produto A,3,47.7,687,Christian Allen,cwilliams@example.net,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
688,2023-09-14,Produto D,5,204.5,688,James Young,houstonmichael@example.org,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
689,2023-11-22,Produto A,5,79.5,689,Stephen Gardner,annross@example.net,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
690,2023-05-27,Produto B,1,22.5,690,Donald Garcia,aharrington@example.org,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
691,2023-05-24,Produto B,1,22.5,691,Barbara Wong,fletcherlaura@example.com,Vendedor 1,Cartão de Crédito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
692,2023-11-26,Produto C,1,30.9,692,Martin Aguirre,maria13@example.com,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
693,2023-05-09,Produto A,2,31.8,693,Nicole Harper,evanlynch@example.org,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
694,2023-09-29,Produto B,4,90.0,694,Dylan Chung,amandamitchell@example.net,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
695,2023-03-01,Produto D,4,163.6,695,Adam Stephenson,qjames@example.net,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
696,2023-04-01,Produto D,1,40.9,696,Nicole Gonzalez,nicholasgomez@example.com,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
697,2023-08-07,Produto C,2,61.8,697,Stacy Schmidt,cherylcollins@example.net,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
698,2023-11-30,Produto D,5,204.5,698,David Garrett,christina57@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
699,2023-10-28,Produto B,5,112.5,699,Zoe Collier,jason29@example.net,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
700,2023-01-25,Produto B,2,45.0,700,Jonathan Shelton,sandra52@example.org,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
701,2023-03-09,Produto A,2,31.8,701,Stephen Castillo,tibarra@example.com,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
702,2023-08-17,Produto B,3,67.5,702,Riley Bruce,samuelparker@example.com,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
703,2023-09-27,Produto D,5,204.5,703,Jeremy Martinez,knoxdaniel@example.org,Vendedor 4,Cartão de Débito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
704,2023-07-31,Produto C,4,123.6,704,Erika Ray,bethanymartinez@example.net,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
705,2023-11-21,Produto C,2,61.8,705,Luis Coleman,loriburton@example.org,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
706,2023-12-20,Produto B,4,90.0,706,Carla Vincent,tanya71@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
707,2023-05-15,Produto B,4,90.0,707,Angela Morrison,rbrown@example.com,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
708,2023-09-26,Produto D,5,204.5,708,Eric Yoder MD,hannah09@example.com,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
709,2023-10-14,Produto C,4,123.6,709,Jeffrey Lang,dawn29@example.org,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
710,2023-05-22,Produto B,1,22.5,710,Kendra Baldwin,katherine73@example.org,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
711,2023-06-01,Produto C,5,154.5,711,Joshua Bates,ashleyporter@example.com,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
712,2023-11-14,Produto B,3,67.5,712,Andrea Evans,xhoover@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
713,2023-01-28,Produto A,4,63.6,713,Misty Thompson,omartinez@example.org,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
714,2023-10-14,Produto A,1,15.9,714,Melissa Alvarado,chelsea71@example.com,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
715,2023-11-26,Produto D,2,81.8,715,Mary Flowers,jasonarellano@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
716,2023-08-17,Produto D,3,122.69999999999999,716,Leah Martinez,kylewilson@example.net,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
717,2023-10-17,Produto D,4,163.6,717,Zoe Jones,hannah79@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
718,2023-06-04,Produto B,5,112.5,718,Sara Wilson,zmiller@example.net,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
719,2023-07-03,Produto B,2,45.0,719,Anita Anderson,lauraperez@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
720,2023-03-05,Produto B,4,90.0,720,Matthew Wood,dickersonstephanie@example.com,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
721,2023-03-31,Produto B,2,45.0,721,Cynthia Singh,porterjessica@example.org,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
722,2023-08-19,Produto A,2,31.8,722,Michael Foley,hunterjoseph@example.org,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
723,2023-11-01,Produto D,5,204.5,723,Steven Garcia,james05@example.com,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
724,2023-10-06,Produto B,1,22.5,724,Wanda Mccormick,bryantcrystal@example.net,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
725,2023-09-25,Produto A,4,63.6,725,Eric Stone,lopezallen@example.com,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
726,2023-10-14,Produto C,5,154.5,726,Belinda Jones,simmonsjenna@example.com,Vendedor 3,Dinheiro,3,Distribuidora 3,30.9,3,susan27@example.com
727,2023-10-23,Produto B,5,112.5,727,John Taylor,kerrythomas@example.org,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
728,2023-07-20,Produto B,2,45.0,728,John Murray,chris96@example.org,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
729,2023-08-30,Produto A,3,47.7,729,Mark Bonilla,timothy30@example.org,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
730,2023-09-19,Produto D,5,204.5,730,Margaret White,kristendecker@example.net,Vendedor 4,Cartão de Crédito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
731,2023-07-14,Produto B,4,90.0,731,Barbara Maddox,robinsonamber@example.net,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
732,2023-06-10,Produto B,5,112.5,732,Madison Thornton,patrickthomas@example.org,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
733,2023-04-12,Produto A,2,31.8,733,Elizabeth Rogers,curtisdavid@example.org,Vendedor 1,Boleto,1,Distribuidora 1,15.9,1,staceyweaver@example.org
734,2023-06-21,Produto B,1,22.5,734,Troy Davis,michael75@example.com,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
735,2023-05-16,Produto D,5,204.5,735,Hannah Elliott,davisrussell@example.com,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
736,2023-05-25,Produto D,4,163.6,736,Jessica Baker,shawnbutler@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
737,2023-11-05,Produto C,5,154.5,737,William Guerrero,rshepherd@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
738,2023-12-17,Produto C,1,30.9,738,Mark Delgado,jeff17@example.org,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
739,2023-02-03,Produto B,5,112.5,739,Jonathan Hebert,judy02@example.com,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
740,2023-02-26,Produto C,5,154.5,740,Jennifer Rowland,campbellrandy@example.com,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
741,2023-07-08,Produto B,3,67.5,741,Melissa Hobbs,jwolfe@example.net,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
742,2023-09-06,Produto A,2,31.8,742,Robert Jackson,joynewton@example.com,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
743,2023-05-19,Produto D,2,81.8,743,Sherry Moore,lydiacarey@example.net,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
744,2023-08-09,Produto C,3,92.69999999999999,744,Jessica Cohen,fjames@example.net,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
745,2023-09-25,Produto C,4,123.6,745,Amanda Crane,catherineyork@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
746,2023-02-19,Produto D,2,81.8,746,Mrs. Amber Rodriguez,marybell@example.net,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
747,2023-11-06,Produto C,2,61.8,747,Chad Parks,margaret26@example.org,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
748,2023-08-31,Produto D,2,81.8,748,Jonathan Gray,jennifergraves@example.net,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
749,2023-01-10,Produto C,1,30.9,749,Wendy Orr,livingstonpatricia@example.org,Vendedor 4,Transferência Bancária,3,Distribuidora 3,30.9,4,sgonzalez@example.org
750,2023-05-03,Produto D,2,81.8,750,Carrie Collier,carriebell@example.com,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
751,2023-07-14,Produto B,1,22.5,751,Norman Jones,littlerobert@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
752,2023-07-08,Produto B,1,22.5,752,Christopher Shepherd,kristin15@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
753,2023-01-11,Produto D,5,204.5,753,Nathaniel Davis,nicole88@example.com,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
754,2023-08-11,Produto A,1,15.9,754,Larry Burton,gerald27@example.net,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
755,2023-04-03,Produto A,3,47.7,755,Dr. Eric Martin,youngpeter@example.org,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
756,2023-11-17,Produto C,5,154.5,756,Jennifer Castillo,turnerjason@example.org,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
757,2023-03-04,Produto B,2,45.0,757,Dennis Colon,travisturner@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
758,2023-02-27,Produto A,2,31.8,758,Stephanie Mullins,samantha31@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
759,2023-02-23,Produto B,4,90.0,759,Linda Johnson,cassidyanderson@example.org,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
760,2023-05-21,Produto B,2,45.0,760,Jordan Nelson,taylorbarbara@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
761,2023-07-14,Produto D,2,81.8,761,Michael Mason,spencerdavid@example.net,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
762,2023-09-20,Produto D,3,122.69999999999999,762,Jamie Wolfe,wclark@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
763,2023-03-21,Produto C,5,154.5,763,Charles Norton,ramirezbrian@example.org,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
764,2023-08-31,Produto D,1,40.9,764,Craig Cordova,carmen15@example.org,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
765,2023-02-22,Produto A,1,15.9,765,Steven Hernandez,mcgeenicole@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
766,2023-04-01,Produto D,1,40.9,766,Gregory Kirby,reedjason@example.net,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
767,2023-10-19,Produto B,1,22.5,767,Elizabeth Reynolds,andrewsruth@example.org,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
768,2023-09-29,Produto C,1,30.9,768,Nancy Evans,richard88@example.net,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
769,2023-05-15,Produto B,2,45.0,769,Heidi Mathews,serranojoshua@example.org,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
770,2023-02-27,Produto B,4,90.0,770,Charles Johnston,derekphillips@example.org,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
771,2023-06-01,Produto B,3,67.5,771,Allison Hill,nobleelaine@example.net,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
772,2023-07-08,Produto B,3,67.5,772,Claire Dickerson,bchan@example.com,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
773,2023-12-16,Produto A,3,47.7,773,Aaron Mercado,qrobbins@example.org,Vendedor 1,Boleto,1,Distribuidora 1,15.9,1,staceyweaver@example.org
774,2023-02-11,Produto B,4,90.0,774,Jordan Johnson,cjohnson@example.net,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
775,2023-11-17,Produto B,5,112.5,775,Tiffany Mitchell,hurleyjennifer@example.net,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
776,2023-04-05,Produto C,3,92.69999999999999,776,Oscar Reynolds,masseyjessica@example.com,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
777,2023-08-25,Produto B,5,112.5,777,James Dixon,hollyshaw@example.org,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
778,2023-02-07,Produto A,4,63.6,778,Lisa Gonzales,zachary86@example.com,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
779,2023-01-24,Produto D,2,81.8,779,Lindsey Ward,vincent17@example.net,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
780,2023-02-27,Produto B,5,112.5,780,Devin Moore,cnunez@example.org,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
781,2023-05-24,Produto D,1,40.9,781,Kirsten Miller,bryan58@example.org,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
782,2023-11-10,Produto B,2,45.0,782,Tyler Morris,ruizbrittany@example.net,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
783,2023-01-14,Produto C,3,92.69999999999999,783,William Smith,lauren61@example.net,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
784,2023-01-01,Produto A,1,15.9,784,Evan Nelson,ortizsteven@example.net,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
785,2023-07-04,Produto A,5,79.5,785,Mark Coffey,hodgeselizabeth@example.com,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
786,2023-06-29,Produto C,2,61.8,786,Mike Johnson,johnsonlaura@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
787,2023-06-09,Produto B,2,45.0,787,Jonathan Evans,lharper@example.com,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
788,2023-02-03,Produto C,3,92.69999999999999,788,Steven Perry,pnguyen@example.com,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
789,2023-06-27,Produto D,3,122.69999999999999,789,Hannah Hoover,rharper@example.net,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
790,2023-04-22,Produto C,1,30.9,790,Scott Hill,aliciahuynh@example.com,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
791,2023-03-01,Produto B,3,67.5,791,Chad Wells,stephaniearellano@example.com,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
792,2023-02-07,Produto C,3,92.69999999999999,792,Karen Jones,rharrison@example.com,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
793,2023-05-02,Produto A,4,63.6,793,Dylan Howard,wvargas@example.net,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
794,2023-09-05,Produto C,1,30.9,794,Susan Hall,pserrano@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
795,2023-08-23,Produto B,5,112.5,795,Dr. Jamie Wright,ysmith@example.net,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
796,2023-11-03,Produto C,3,92.69999999999999,796,Eddie Smith,millermichael@example.com,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
797,2023-12-09,Produto C,4,123.6,797,Dr. Julia Stephens,sarahhale@example.net,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
798,2023-01-15,Produto D,1,40.9,798,Kelly Barry,erichendricks@example.com,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
799,2023-04-20,Produto C,2,61.8,799,Sheryl Williams,candiceroberts@example.net,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
800,2023-04-09,Produto C,1,30.9,800,Sara Richards,garciajustin@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
801,2023-09-18,Produto B,1,22.5,801,David Vance,jdavis@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
802,2023-09-20,Produto D,5,204.5,802,Lori Kramer,priceallison@example.org,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
803,2023-03-17,Produto C,3,92.69999999999999,803,Christine Carey,bwagner@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
804,2023-06-26,Produto C,2,61.8,804,Benjamin Burke,kimberlygarcia@example.org,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
805,2023-09-14,Produto B,4,90.0,805,Alyssa Lopez,wterry@example.com,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
806,2023-07-15,Produto A,3,47.7,806,David Hayes,lindaoconnor@example.net,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
807,2023-04-12,Produto D,4,163.6,807,Michael Davis,thomas54@example.net,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
808,2023-08-25,Produto B,2,45.0,808,Lynn Clay,joseph22@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
809,2023-10-22,Produto C,1,30.9,809,Edward Williams,greenebrandy@example.com,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
810,2023-06-08,Produto D,5,204.5,810,Chelsea Valenzuela,thomasrebecca@example.org,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
811,2023-03-17,Produto B,1,22.5,811,Rhonda Fowler,ashley81@example.com,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
812,2023-04-02,Produto D,3,122.69999999999999,812,Hannah Miller,alexander55@example.com,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
813,2023-12-02,Produto C,5,154.5,813,Joshua Evans MD,warddebra@example.net,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
814,2023-06-09,Produto A,4,63.6,814,Linda Oconnor,wconrad@example.net,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
815,2023-02-17,Produto D,4,163.6,815,Mary Hernandez,ianstevens@example.com,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
816,2023-10-07,Produto A,3,47.7,816,Cristian White,michael52@example.com,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
817,2023-11-13,Produto C,5,154.5,817,Donald Thompson,darrenwelch@example.com,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
818,2023-06-12,Produto B,3,67.5,818,Lisa Patel,mark93@example.org,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
819,2023-06-05,Produto A,1,15.9,819,Patricia Thompson,daniel89@example.org,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
820,2023-03-11,Produto A,3,47.7,820,Eric Curtis,shawangela@example.org,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
821,2023-05-28,Produto C,4,123.6,821,Marcus Erickson PhD,kellywilliam@example.net,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
822,2023-03-21,Produto D,4,163.6,822,Lori Huff,adamholmes@example.com,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
823,2023-01-12,Produto D,3,122.69999999999999,823,Daryl Briggs,kdavis@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
824,2023-01-30,Produto A,5,79.5,824,John Wells,joycemorales@example.org,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
825,2023-10-16,Produto C,1,30.9,825,Michelle Bell,gary56@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
826,2023-10-22,Produto C,1,30.9,826,Jamie Lopez,ericapena@example.net,Vendedor 1,Transferência Bancária,3,Distribuidora 3,30.9,1,staceyweaver@example.org
827,2023-09-04,Produto B,2,45.0,827,John Mcdonald,joshuapatterson@example.com,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
828,2023-01-24,Produto B,3,67.5,828,Jacob Bell,brandonanderson@example.org,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
829,2023-06-07,Produto C,5,154.5,829,Kristopher Greer,qhill@example.com,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
